title,tags
个性化推荐的可解释性研究,人工智能; 个性化推荐; 协同过滤; Collaborative Filtering; 情感分析; Personalized Recommendation; Sentiment Analysis; Artificial Intelligence; 可解释性; Computational Economics; Explainability; 计算经济学
基于随机梯度提升决策树的行人检测算法设计与实现,行人检测; Bootstrapping; Gradient Boosting Decision Tree(GBDT); Pedestrian Detection; Region Proposal Network(RPN); Stochastic; 区域建议网络; 梯度提升决策树; 随机梯度提升
基于深度学习的图像识别方法研究与应用,深度学习; 卷积神经网络; Deep Belief Networks; 深度信念网络; 图像识别; Deep learning; Convolutional Neural Networks; Image recognition
基于深度特征提取的文本情感极性分类研究,深度学习; 卷积神经网络; convolutional neural network; sentiment classification; 情感分类; gated recurrent units; long-short term memory units; recursive neural networks; 长短时记忆神经网络
基于KNN算法的空间手势识别研究与应用,人工智能; 支持向量机; virtual reality; 虚拟现实; gesture recognition; 手势识别; support vector machine; artificial intelligence; K neighborhood; K邻近
基于图像的指针式仪表读数自动识别技术研究,图像处理; Image Processing; Dial Extract; Hough Transform; Pointer Meter; 指针式仪表; 表盘提取; 霍夫变换
面向问答的问句关键词提取技术研究,机器学习; 深度学习; deep learning; machine learning; 依存句法分析; dependency parsing; keywords extraction; question answering; 提取
逻辑回归算法及其GPU并行实现研究,正则化; gpu parallel computation; GPU并行计算; gradient descent algorithm; logistic regression; regularized; 梯度下降算法; 逻辑回归
基于word2vec的中文文本相似度研究与实现,信息检索; 词向量; VSM; 文本相似度; Word2vec; Distributed Representation; Document Similarity; Information Retrival; 向量空间模型(VSM)
Nginx负载均衡技术研究,异构集群; Nginx; Dynamic partitioning; Heterogeneous cluster; Minimum residual load; Multi service environment; 最小剩余负载; 动态划分; 多业务环境
基于深度学习的手写汉字识别技术研究,深度学习; deep learning; 卷积神经网络; 深度信念网络; convolutional neural network; deep belief network; Handwritten chinese characters recognition; 手写汉字识别
基于蓝牙4.0基站角度测量的室内定位技术研究,神经网络; neural network; 复杂环境; 室内定位; indoor location; iBeacon; Android client; Android移动端和Python服务器端的系统实现; complex environment; filter forecasting; Python server; 滤波预测
朴素贝叶斯与决策树混合分类方法的研究,决策树; Naive Bayes; 朴素贝叶斯; 分类算法; Classification Algorithm; Decision Tree; Probability Estimate; 概率估计
基于A*算法和B样条函数的月球车路径规划研究,路径规划; Path planning; 轨迹规划; A*算法; Trajectory planning; A star algorithm; B spline function; B样条函数
基于词向量的文本分类算法研究与改进,特征选择; 相似度; 文本分类; 词向量; feature selection; similarity; word2vec; word embedding; text categorization
面向大规模知识图谱的弹性语义推理方法研究及应用,知识图谱; Knowledge Graph; Association Reasoning; Elastic; Real-time Query; Rule-based Reasoning; Semantic Reasoning; Streaming Reasoning; 关联推理; 实时查询; 弹性; 流式推理; 规则推理; 语义推理
基于机器学习的软件缺陷预测方法研究,机器学习; 特征选择; feature selection; machine learning; 软件缺陷预测; feature transfer; software defect prediction; software evolution; 特征迁移; 软件演化
面向机器人操作的目标检测与抓取规划研究,卷积神经网络; convolutional neural network; 抓取检测; grasp detection; grasp planning; pre-touch sensor; visual sensing; 抓取规划; 接近觉传感器; 视觉传感信息
图像融合及其性能评估若干问题研究,图像处理; Image processing; 信息融合; Performance evaluation; Information fusion; Metric validation; ROC analysis; ROC分析; 性能评估; 指标验证
医疗知识图谱构建与应用,词向量; word vector; attribute extraction; combination of knowledge graphs; knowledge graph; medical domain; 医疗领域; 属性抽取; 知识图谱; 知识图谱融合
基于加权决策树的随机森林模型优化,随机森林; Half-Voting; Random Forests; Voting Weight; 半投票量; 投票权重
改进的Elman神经网络和网络参数优化算法研究,遗传算法; 时间序列; 参数优化; Time Series; Elman Neural Network; Elman神经网络; GA; Network Structure; Parameter Optimization; 网络拓扑结构
基于卷积神经网络的图像分类算法研究,卷积神经网络; image classification; 图像分类; artificial neural network; 人工神经网络; convolutional neural network; 双边滤波; bilateral filtering; PCA unsupervised pre-training; PCA非监督预训练
多维数据可视化方法研究,Data clustering; Dimension reordering; Multi-dimensional data visualization; Parallel coordinates visualization; Sampling; Scatter plot visualization; 多维数据可视化; 平行坐标可视化; 抽样; 散点图可视化; 数据聚类; 维度重排
面向深度网络的自编码器研究,Ensemble Learning; 集成学习; 自编码器; Sparsity; 稀疏性; Auto-Encoder; Deep Networks; l_1 Norm; l_1范数; 深度网络
Revit Architecture三维建筑模型WebGL显示及优化,属性关联; WebGL; LOD; property association; Revit Architecture; Three.js
基于内存数据库Redis的众包系统性能优化,数据库; Redis; MySQL; Crowdsourcing System; Datebase; Main Memory Database; 众包系统; 内存数据库
基于机器学习的作物病害图像处理及病变识别方法研究,深度学习; deep learning; 特征提取; feature extraction; 卷积网络; deep convolutional network; lesion image recognition; RBM network; 受限玻尔兹曼机网络; 病害图像识别
基于机器学习的软件缺陷预测研究,机器学习; machine learning; 软件缺陷预测; class imbalance defects prediction; cross-company defects prediction; software defects prediction; 类不平衡的缺陷预测; 跨公司的缺陷预测
基于图像的人脸识别中关键技术研究,Feature extraction; 特征提取; 人脸识别; Face recognition; Classification and recognition; Feature fusion technology; Image preprocessing; 分类识别; 图像预处理; 特征融合技术
Redis集群可靠性的研究与优化,Reliability; 可靠性; Communication Load Balancing; Fault Tolerance Mechanism; Node Election; Redis Cluster; Redis集群; 容错机制; 节点选举; 通信负载均衡
基于BP神经网络的个人信用风险评估模型的研究,BP neural network; BP神经网络; credit risk assessment; evaluation indicator system; SFLA; 信用风险评估; 混合蛙跳算法; 评估指标体系
基于ROS的智能工业机器人系统的设计与实现,Intelligence; 工业机器人; ROS; Industrial robot; System development; 智能化; 系统开发平台
基于密度峰值聚类算法的电力大数据异常值检测及用电行为分析研究,特征提取; 聚类分析; Clustering analysis; Electricity behavior analysis; Featrue extract; Outlier detection; Smart grid big data; 异常值检测; 用电行为分析; 电力大数据
基于FPGA的卷积神经网络系统的设计与实现,卷积神经网络; FPGA; convolution neural network; 并行性; dynamic reconfigurable; parallelism; reconfigurable; 动态可重构; 可重构性
基于支持向量机的中文文本分类研究,支持向量机; SVM; 文本分类; text classification; 参数优化; 萤火虫算法; parameter optimization; Firefly algorithm
基于CSI指纹信息的室内定位技术研究,室内定位; 无线网络; 信道状态信息; CSI; indoor localization; RSS; SVR; Wireless network; 接收信号强度; 支持向量回归
基于监控视频的运动目标检测算法,运动目标检测; 高斯模型; inter-frame difference method; the Gaussian Mixture Model; the moving object detection algorithm; 帧间差分法
基于深度学习的短文本分类及信息抽取研究,深度学习; Deep learning; 文本分类; LSTM; CNN; 信息抽取; Information extraction; Question classification
布谷鸟搜索算法的应用研究与改进,Parallelization; 并行化; Boltzmann selection mechanism; Boltzmann选择策略; Cuckoo search algorithm; Discretization; 布谷鸟搜索算法; 离散化
无人车运动控制系统设计与实现,无人驾驶车辆; Autonomous Vehicle; Lane Detection; Obstacle Detection; Path Tracking Control; Speed Tracking Control; 路径跟踪控制; 车道线检测; 速度跟踪控制; 障碍物检测
基于卷积网络集成的面部表情识别方法,CNN; 计算机视觉; 卷积网络; 表情识别; CV; FER
基于Hadoop的数据可视化技术研究与应用,数据可视化; 数据集成; data integration; business data analysis; data visualization; Multi database environment; 商业数据分析; 多数据库环境
复杂背景下的光学遥感图像目标检测算法研究,目标检测; sparse representation; 稀疏表示; 遥感图像; target detection; geometric part-based model; outline continuity; pose concistency; radial-gradient angle; remote sensing image; weight matrix; 几何部件模型; 姿态一致性; 径向梯度角; 权值矩阵; 轮廓连续性
图像处理中去噪与超像素生成算法研究,聚类; Clustering; Image denoising; Image segmentation; 图像分割; 图像去噪; Low-rank; Mesh simplification; Sparsity; Superpixels; Video denoising; 低秩性; 视频去噪; 稀疏性; 网格简化; 超像素
基于神经网络的句法分析研究,深度学习; 自然语言处理; 神经网络; Deep Learning; Natural Language Processing; Machine Translation; Neural Net-works; Syntax Parsing; 句法分析; 机器翻译
基于光电容积描记法的人体生理参数动态测量技术研究,1)model; 1)模型; GM(1; Photoplethysmography; pulse pressure difference measurement model; pulse wave translation time; 光电容积脉搏波; 脉压差测量模型; 脉搏波传导时间
面向图像语义分割的新型卷积神经网络及其应用研究,卷积神经网络; 反卷积; 二值化; Binarization; Convolution Neural Networks; Deconvolution; Dropout; Pooling; Upsampling; 升频; 池化
基于手机和可穿戴设备的用户活动识别问题研究,Human Activity Recognition; Ab- normal Activity Detection; Human Activity Prediction; Semi-Markov Model; Sensors Dispatching; Sensors Fusion; 传感器融合; 传感器调度; 半马尔科夫模型; 异常活动识别; 用户活动识别; 用户活动预测
基于SDN的数据中心网络多路径负载均衡的研究,data center; 数据中心; 负载均衡; load balancing; SDN; Ryu controller; Ryu控制器
改进的关联规则算法在慢性病数据挖掘中的研究,关联规则; Apriori算法; Apriori algorithm; Association rules; Chronic Diseases; Item Constraints; Pre-pruning; 事先剪枝; 慢性病; 项目约束
基于OpenStack的云平台管理系统的设计与实现,自动化; 云计算; Cloud computing; OpenStack; Automation; Batch deployment; 批量部署
RC有源滤波器的优化设计,参数优化; parameter optimization; amplitude-frequency characteristic; Frequency conversion; RC active filter; RC有源滤波器; system stability; 幅频特性; 系统稳定性; 频率变换
基于中草药语义网的自动问答系统的研究与实现,QA; 自动问答; Domain Specific; RDE SPARQL; RDF; Semantic Web; SPARQL; Traditional Chinese Medicine; 中草药; 受限领域; 语义网
基于容器云平台的网络资源管理与配置系统设计与实现,Cloud Computing; 云计算; Docker; 容器; Kubernetes; Container; Network Resource Management; Virtual Network; 网络资源管理; 虚拟网络
复杂背景下车牌识别算法的研究,卷积神经网络; 字符识别; Convolutional Neural Networks; 字符分割; 车牌定位; Characters Recognition; Characters Segmentation; Image Deblurring; License Plate Location; Plate Correction; 模糊图像恢复; 车牌校正
基于Spark的大规模分布式矩阵运算算法研究与实现,机器学习; 大数据; Machine Learning; Big Data; 分布式; Distributed Dataflow System; Matrix Computation; Parallel Algorithms; 并行化算法; 矩阵运算
领域关键词抽取：结合LDA与Word2Vec,LDA模型; LDA model; 提取; keyword extraction; specific area keyword extraction; Word2Vec model; Word2Vec模型; 领域词汇
基于卷积神经网络的目标检测若干问题研究,卷积神经网络; 迁移学习; Transfer Learning; 目标检测; Object Detection; Convolutional Neural Network(CNN); Long Short-term Memory(LSTM); Memory and Prediction; 记忆预测; 长短时记忆模型
面向复杂数据的聚类算法研究,聚类; Clustering; Cluster Densitybackbone; Environmental pollution sampling data; Graph clustering; k nearest neighbors; k最近邻; 图聚类; 环境污染抽样数据; 簇的密度主干
室内场景下人群疏散的若干关键技术研究,PSO; Game; 博弈; Agent; Evacuation; Monte Carlo; 人群疏散; 蒙特卡洛
基于覆盖准则的软件测试用例自动化生成方法的研究与实现,自动化测试; Automated Tesing; Coverage Criteria; Model Checking; Model-based Testing; Symbolic  Exercution; Test Generation; 基于模型的测试; 模型检查; 测试用例生成; 符号执行; 覆盖准则
协同过滤推荐算法的关键性问题研究,协同过滤; 推荐系统; Collaborative Filtering; 数据稀疏性; Recommender System; 可扩展性; Clustering Technique; Data Sparsity; Scalability; Top-n Recommendation; Top-n推荐; 聚类技术
基于Spark的混合推荐系统,推荐算法; 基于内容的推荐; Spark; 混合推荐; 权重计算; Recommendation algorithm; Content-based recommendation; Hybrid recommendation; Weight calculation
中文命名实体识别算法研究,词向量; 中文命名实体识别; multi-task learning; 多任务学习; Chinese Name Entity Recognition; hybrid model; word vec-tor; 混合模型
卷积神经网络在图像分类中的研究与应用,深度学习; 卷积神经网络; Convolutional Neural Network; Deep Learning; Face Recognition; 人脸识别; 图像识别; Image Recognition; Sample Selection; 样本选择
基于深度学习的微博评论情感倾向性分析,深度学习; deep learning; sentiment analysis; 情感分析; Glove; shallow learning; Word2vec; 浅层学习
基于深度学习的协同过滤模型研究,协同过滤; Collaborative Filtering; Collaborative Topic Regression; Restricted Boltzmann Machines; Stacked Denoising Autoencoder; 协同主题回归; 受限波尔兹曼机; 栈式降噪自编码
复杂三维点云场景中的目标识别方法研究,目标识别; 三维点云; 3D point cloud; local features; noise; object recognition; point density variation; 噪声; 局部特征; 点云密度变化
智能监视中目标检测及跟踪算法研究,object detection; 智能视频监控; 目标检测; 深度卷积神经网络; 运动目标检测; moving object detection; 目标跟踪; deep convolutional neural network; intelligent video surveillance; visual object tracking
基于贝叶斯网络的大数据因果关系挖掘,数据挖掘; 大数据; Big Data; Data Mining; 贝叶斯网络; (MDL) Causality; Bayesian network; Minimum Description Length; 最小描述长度; 因果关系
K-means聚类算法的改进,数据挖掘; Data mining; k-means算法; 聚类算法; Clustering algorithm; Distante; Initial center; k-means algorithm; 初始中心; 距离
基于排序学习和卷积神经网络的推荐算法研究,社交网络; 卷积神经网络; Convolutional Neural Network; 推荐系统; Matrix Factorization; 矩阵分解; Recommender System; Learning to Rank; 排序学习; Social Networks
基于支持向量回归机的PM2.5浓度预测模型分析与研究,预测; prediction; SVR; lag; PM2.5; web spiders; 滞后性; 网页爬虫
基于深度神经网络的用户会话推荐算法研究,深度学习; Deep Learning; 推荐算法; 协同过滤算法; 循环神经网络; Collaborative Filtering Algorithms; Recommender Algorithms; Recurrent Neural Networks
基于自适应Gabor滤波的虹膜特征提取与识别方法研究,SVR; 虹膜识别; CPSO; Gabor filters; Gabor滤波器; Iris recognition; multi-feature extraction; 多特征提取; 混沌粒子群算法
基于混沌粒子群鸡群融合优化算法的云任务调度应用与实现,Particle Swarm Optimization; 粒子群优化算法; Cloud Computing; 云计算; Chaos Particle Swarm Chicken Swarm Fusion Optimization; Chicken Swarm Optimization; Cloud Computing Task Scheduling; 云计算任务调度; 混沌粒子群鸡群融合优化算法; 鸡群优化算法
基于属性选择的朴素贝叶斯分类研究与应用,朴素贝叶斯; 分类算法; classification algorithm; attribute selection; infertility diagnosis of TCM; naive Bayesian; structure extension; weighting coefficient; 不孕症中医诊断; 加权系数; 属性选择; 结构扩展
改进遗传算法在多目标问题上的应用研究,遗传算法; 信息熵; Genetic Algorithm; 多目标优化; Degree Of Uniformity; Information Entropy; Multi Objective Optimization; 均匀度
面向工业4.0的机床管理系统的研究与开发,CNC Equipment Communication; CNC information acquisition; DDE protocol; DDE协议; OPC Technology; OPC技术; 数控信息采集; 数控设备通讯
基于Otsu的医学图像分割算法研究,灰度直方图; Medical image segmentation; 医学图像分割; 萤火虫算法; Otsu; Firefly algorithm; Gray histogram; K-dimensional tree; K-dimensional树; Valley; 波谷
基于深度神经网络的回归模型及其应用研究,deep neural network; 深度神经网络; head pose estimation; human action classification; regression model; 人体行为分类; 回归模型; 头部姿态估计
军事信息系统中信息融合关键技术研究,特征提取; Feature Extraction; 信息融合; Information Fusion; Target Recognition and Tracking; the Cognitive Mechanism; the Internal Model; 内部模型; 目标识别与跟踪; 认知机制
视频中人体行为识别若干问题研究,深度学习; Deep Learning; 行为识别; Action Detection; Action Recognition; Inverted Index Tables; Spatial Temporal Features; 倒排索引表; 时空特征; 行为检测
面向交通拥堵预测大数据的神经网络群组快速学习,clustering; 聚类; 集成学习; Extreme Learning Machine; ensemble learning; imbalanced data; traffic congestion prediction; 不平衡分类; 交通拥堵预测; 超限学习机
回声状态网络时间序列预测方法及应用研究,时间序列预测; Computational Intelligence; Echo State Network; Recurrent Neural Network; Time Series Prediction; 回声状态网络; 计算智能; 递归神经网络
物联网数据处理若干关键问题研究,物联网; 信息融合; Data Processing; Information Fusion; SOA Middleware; SOA中间件; Stream Computing; The Internet of Things(IoT); 实时流计算; 数据处理
短文本信息抽取若干技术研究,短文本; 情感分析; Sentiment Analysis; Information Extraction; 信息抽取; 5W1H; Microblog Event Extraction; Product Reviews; Sentiment Word Enlargement; Short Texts; 商品评论; 微博事件抽取; 情感词扩充
手指静脉识别方法研究,Image quality evaluation; 图像质量评价; Anatomy structure analysis; Finger vein recognition; Region of interest extraction; Soft biometrics; 感兴趣区域提取; 手指静脉识别; 解剖学结构分析; 软特征
数控加工中加减速控制及平滑算法的研究与实现,acceleration/deceleration control; S acceleration/deceleration control; smooth transition; S型曲线加减速控制; the arc transition; 加减速控制; 圆弧过渡; 平滑转接
基于卷积神经网络的自然场景中数字的识别,神经网络; Neural network; 字符识别; Character detection; Character recognition; Natural scenes; 字符定位; 自然场景
基于强化学习的路径规划问题研究,路径规划; Path planning; 强化学习; Exploration and exploitation; Reinforcement learning; Unknown environment; 探索利用; 未知环境
基于深度学习的图像分类研究,深度学习; Deep Learning; 图像分类; Image Classification; Caffe; Sample Discarder; Sample Reorganization; Siamese Neural Network; Siamese网络; 样本丢弃; 样本重组
Louvain算法在社区挖掘中的研究与实现,Spark; Parallelization; 并行化; 分布式计算; Distributed Computing; Community; Louvain Algorithm; Louvain算法; 社区
基于HTC Vive平台的防化训练虚拟现实系统,虚拟现实; Chemical defense; HTC Vive; Simulation training; Virtual reality; 模拟训练; 防化
基于深度学习的动作识别方法研究,深度学习; deep learning; 特征融合; 视觉显著性; action recognition; feature combine; multi-modal; visual saliency; 动作识别; 多模态信息
基于Hadoop平台的聚类算法并行化研究,clustering; 聚类; MapReduce; Hadoop; Canopy; Kmeans
基于ZigBee的智能停车系统研究与实现,intelligent parking; Internet of things; 物联网; ZigBee; O2O; parking guidance; 停车引导; 智能停车
基于STM32的小型无人机飞行控制系统设计,PID; flight control system; six-degree of freedom simulation model; small unmanned aerial vehicle(SUAV); 六自由度模型; 小型无人机; 飞行控制系统
基于LTE MR的移动网络优化研究,Optimization; 优化; LTE Wireless Network; LTE移动网络; Measurement Report; MR; Terminal positioning; 测量报告; 终端定位; 覆盖
双目视觉深度信息提取及其关键算法研究,双目立体视觉; binocular stereo vision; corner detection; depth extraction; depth information enhancement; feature matching; 深度信息增强; 深度提取; 特征匹配; 角点识别
基于倾斜摄影的城市三维重建方法研究,3D reconstruction; semantic; 语义化; 3D重建; Oblique photography; simplified; 倾斜摄影; 精简
基于混合模式的个性化音乐推荐系统的研究与实现,协同过滤; 推荐系统; Collaborative Filtering; Recommendation System; Mixed Model; Music Gene; 混合模式; 音乐基因
基于DOM树节点重要度的WEB主题信息提取研究,Extended DOM Tree; Importance of Node; WEB Information Extraction; WEB信息提取; 扩展DOM树; 节点重要度
基于机器学习的微博评论信息倾向性分析的研究,机器学习; 集成学习; 情感分析; machine learning; feature fusion; sentiment classification; 特征融合; ensemble learning; Weibo comment; 微博评论
基于深度学习的问题分类的研究,LSTM; feature fusion; 特征融合; 问题分类; Question classification; 领域自适应; domain adaptation
智能疾病导诊及医疗问答方法研究与应用,深度学习; Deep Learning; Internet Healthcare; Medical Guidance; Medical QAs; 互联网医疗; 医疗导诊; 医疗问答
基于卷积神经网络的结肠病理图像中的腺体分割,卷积神经网络; CNN; Colon Histology; Encoder-Decoder; Gland Segmentation; 结肠病理图像; 编解码; 腺体分割
基于Redis Cluster的分布式内存数据库研究与应用,Redis Cluster; Redis集群; Chain Update; Integers; Master-Slave synchronization; 主从同步; 整数集合; 连锁更新
基于深度学习的糖尿病性视网膜图像分析算法研究,深度学习; 卷积神经网络; Deep Learning; 图像分类; Image segmentation; 图像分割; Convolutional neural network; Image classification; Retinal image; 视网膜图像
基于ZigBee技术的智能家居控制系统的研究与实现,低功耗; 物联网; 智能家居; Internet of Things; ZigBee; CC2530; low power consumption; smart home
三维点云场景中对象识别技术研究,局部特征; 3D object recognition; global feature; graph matching; local feature; Point Cloud Library; 三维物体识别; 全局特征; 图匹配; 点云库
基于APS的生产排程系统的设计与实现,遗传算法; Genetic Algorithm; 动态; 作业调度; Advanced Planning and Scheduling; Dynamic; Flexible; Job Shop; 柔性; 高级计划排程
基于社会化媒体的若干兴趣点推荐关键技术研究,基于位置的社交网络; 社会化媒体; location-based social networks; point-of-interest recommendation; social media; 兴趣点推荐
移动机器人路径规划和地图创建研究,遗传算法; particle swarm optimization; 粒子群优化; genetic algorithm; path planning; 移动机器人; 路径规划; fractional calculus; mobile robots; simultaneous localization and mapping; visibility graph; 分数阶微积分; 可视图; 同时定位与地图创建
视频图像压缩中熵编码技术研究,compressive sensing; 压缩感知; 视频编码; arithmetic coding; context modeling; entropy coding; throughput; Video coding; 上下文建模; 吞吐率; 熵编码; 算术编码
面向室内场景的3D场景重建与语义理解,服务机器人; Indoor Scene Understanding; RGB-D Reconstruction; RGB-D Semantic Segmentation; RGB-D场景重建; RGB-D语义分割; Semantic Map- ping; Service Robotics; 室内场景理解; 语义地图
基于自适应卡尔曼滤波器的WSN定位算法研究,无线传感器网络; Adaptive Kalman filter; Evolutionary model; Fingerprint matching; Multidimen-sional scaling; Wireless sensor network; 多维定标; 指纹匹配; 演化模型; 自适应卡尔曼滤波器
精确Web信息抽取关键技术与系统研究,数据集成; accurate web information extraction; data field; data integration; data record; navigation; 数据记录; 数据项; 浏览导航; 精确Web信息抽取
Android移动设备的数字取证关键问题研究,Android; Reverse Engineering; 逆向工程; 安卓; Digital Forensics; Malware Detection; Mobile Forensics; 恶意程序检测; 数字取证; 移动设备取证
融合上下文信息的混合协同过滤推荐算法研究,迁移学习; 协同过滤; 推荐系统; Collaborative filtering; 矩阵分解; Recommender systems; Transfer learning; Content association; Hierarchical classification; Matrix factorization; 内容关联; 层次分类
基于机器学习的癌症诊断方法研究,机器学习; SVM; Machine Learning; Breast Cancer; Intelligent Diagnosis; 乳腺癌; 智能诊断
面向企业营销的全景用户画像与模型预测,Random Forest; 随机森林; Distributed Data Storage and Management; Gradient Boosting Decision Tree; Linear Model; Panorama Persona; 全景用户画像; 分布式数据存储与管理; 线性模型; 迭代决策树
基于HowNet的短文本语义相似度计算方法研究,复杂网络; 短文本; 短文本相似度; 情感特征; Chinese words; complex network; emotion feature; Short text; short text similarity; vector; 中文词语; 向量
基于主成分分析和模糊综合评价的机场员工绩效评价研究,主成分分析; Fuzzy comprehensive evaluation; Fuzzy evaluation matrix; Performance evaluation; Principal component analysis; 模糊综合评价; 模糊评价矩阵; 绩效评价
自动编码器相关理论研究与应用,机器学习; 深度学习; Deep Learning; Machine Learning; Autoencoder; Computational Cognitive Neuroscience; Stacked Autoencoders; 堆叠自动编码器; 自动编码器; 认知计算
基于深度Q网络算法与模型的研究,深度学习; Deep Learning; 强化学习; Deep Deterministic Policy Gradient; Deep Q-Network; Deep Reinforcement Learning; Reinforcement Learning; 深度Q网络; 深度强化学习; 深度确定性策略梯度
探索性数据可视化分析系统的设计与实现,大数据; Big Data; 数据可视化; Spark; Data Visualize; GeoHash; Heatmap
基于轨迹和POI数据的热点区域实时预测,LBS; POI; real-time anticipation; trajectory computing; 实时预测; 轨迹计算
基于代价模型的Spark SQL查询优化研究,数据库; Spark; 查询优化; Database; cost model; Query optimization; 代价模型
基于SPARK的海量数据频繁模式挖掘算法研究,Spark; 频繁模式; frequent patterns; perceptual improtant point; time series compression; 感知重要点; 时间序列压缩
多源数据关联与融合算法研究,Data Association; 数据关联; Connection Degree; Multi-source Data Fusion; PDA Algorithm; PDA算法; Set Pair Analysis; 多源数据融合; 联系度; 集对分析
基于改进SURF算法和神经网络的水果识别技术研究,BP neural network; BP神经网络; pattern recognition; 模式识别; 权值; SURF algorithm; SURF算法; weights
基于MapReduce的高校大数据分析挖掘,大数据; MapReduce; Big Data; Apriori; C4.5; Hadoop2.0
多传感器数据融合技术在煤矿瓦斯预警中的应用研究,D-S证据理论; coal mine safety; Dempster-Shafer evidence theory; gas early-warning; multi-sensor data fusion; 多传感器数据融合; 煤矿安全; 瓦斯预警
基于WIFI与移动智能终端的室内定位技术研究,室内定位; Indoor Positioning; Gauss process regression; Location fingerprint; PDR; WIFI; 位置指纹; 高斯过程回归
基于HBase的弹性可视化遥感影像存储系统,HBase; storage; 存储; Remote sensing visualization; 遥感影像可视化
基于Hadoop和Mahout的K-Means算法设计与实现,数据挖掘; 云计算; Cloud computing; Hadoop; K-Means; Mahout; Data minding
Apriori算法研究及在本科招生数据挖掘中应用,数据挖掘; Data mining; Apriori算法; Apriori algorithm; Association rule algorithm; Enrollment information; 关联规则算法; 招生信息
基于Hadoop的医疗辅助诊断系统的设计与实现,关联规则; 医疗大数据; Hadoop; Association rules; 逻辑回归; Logistic regression; Medical Data; Medical diagnose aided system; 医疗辅助诊断
基于情感倾向性的网络舆情分析及演化预测研究,特征选择; Feature Selection; Multiple Linear Regression; Orientation Classification; Public Opinion; 倾向性分类; 多元线性回归; 舆情分析
监控场景中人数统计算法的研究与应用,机器学习; 卷积神经网络; Intelligent Video Surveillance; 智能视频监控; Machine Learning; Convolutional neural network; 卡尔曼滤波器; Crowd counting; Kalman Filter; 人数统计
基于中文知识图谱的电商领域问答算法设计与系统实现,知识图谱; Knowledge Graph; Dependence Reducing; Electronic Commerce; Question Answering; Question of Diversity; 依赖缩减; 电子商务; 问句多样性; 问答系统
医学图像配准的关键技术研究,学习理论; learning theory; Lie group; manifold; medical image registration; nonlinear data structure; 医学图像配准; 李群; 流形; 非线性数据结构
基于社会媒体的市场行情预测方法研究,Social Media; Consumption Intention Mining; Market Trends Prediction; Movie Box-Office Revenues Prediction; Open Event Extraction; Stock Price Movement Prediction; 市场行情预测; 开放式事件抽取; 消费意图挖掘; 电影票房预测; 社会媒体; 股市涨跌预测
车载单目远红外行人检测关键技术研究,支持向量机; Support Vector Machine; Automotive Driver Assistance Systems; Far-infrared Pedestrian Detection; Head Detection; Histogram of Oriented Gradients; Pedestrian Feature Extraction; Pedestrian Segmentation; Scene Contextual Information; 场景上下文信息; 头部检测; 梯度朝向直方图; 汽车驾驶辅助系统; 行人分割; 行人特征提取; 远红外行人检测
大规模稀疏支持向量机算法研究,数据挖掘; data mining; 支持向量机; optimization; support vector machine; classification problem.b; Large scale; loss function; sparse learning; 最优化; 分类问题; 大规模; 损失函数; 稀疏学习
服务机器人任务理解的关键技术研究,服务机器人; 人机交互; Human-Robot Interaction; Meta-Language; Semantic Parsing; Service Robots; Task Understanding and Planning; 任务理解和规划; 元语言框架; 语义解析
针对含有概念漂移问题的增量学习算法研究,Ensemble Learning; 集成学习; 增量学习; Supervised Learning; 监督学习; Concept Drift; Data Stream Mining; Incremental Learning; Online Learn-ing; 在线学习; 数据流挖掘; 概念漂移
基于Hyperledger Fabric的区块链应用系统云服务化,Blockchain; 区块链; 智能合约; Cloud Services; Hyperledger fabric; Smart Contract; 云服务化
基于工业大数据的设备健康与故障分析方法研究与应用,故障诊断; Distributed Platform; Fault Diagnosis; Health Management; Reconfigurable; 健康管理; 分布式平台; 可重构
特征选择与特征学习算法研究,feature learning; 特征学习; 特征选择; feature selection; relevance; AutoEncoder; redundancy; 冗余度; 相关度; 自编码
基于超体素区域增长的点云分割算法研究,区域增长; Point cloud segmentation; Point Feature Histogram; Region growing; Supervoxel; 点云分割; 点特征直方图; 超体素
基于移动信令数据的用户出行行为研究,DBSCAN; mobile signaling data; resident travel behavior; semantic; traffic area; 交通小区; 居民出行行为; 移动信令数据; 语义化
车联网中匿名认证方案与安全协议的研究,车联网; conditional privacy protection; location privacy; secure authentication; trajectory confusion; vehicular ad hoc network(VANET); 位置隐私; 安全认证; 条件隐私保护; 轨迹混淆
基于一维卷积神经网络的车载语音识别技术研究,convolutional neural networks; 卷积神经网络; in-car environment; speech recognition; voice activity detection; weighted power spectrum; 加权功率谱; 语音端点检测; 语音识别; 车载环境
改进的萤火虫算法及其在PID控制器参数整定中的应用,萤火虫算法; Adaptive Step Strategy; Directed Strategy; Glowworm Swarm Optimization; Parameter Tuning; PID Controller; PID控制器; 参数整定; 导向策略; 自适应步长
基于SVM和HMM算法的中文机构名称识别,自然语言处理; SVM; HMM; 命名实体识别; Chinese organization name; HMM model; Named Entity Recognition(NER); Natural Language Processing(NLP); SVM model; 中文机构名称
基于深度神经网络的视频烟雾检测研究,卷积神经网络; 深度神经网络; Convolutional neural network; Deep neural network; Texture feature; Video based smoke detection; 视频烟雾检测; 纹理特征
